group1,group2,weight
cop block us,pan-african roots move,12
cop block us,williams&kalvin,22
cop block us,gov spending,4
cop block us,mericanfury,18
cop block us,pray4police,2
cop block us,army of jesus,6
cop block us,born black,8
cop block us,muslim voice,4
cop block us,black guns matter,2
cop block us,united muslims of america,16
cop block us,instagnan,10
cop block us,american.veterans,2
cop block us,back the badge,2
cop block us,isagan,2
cop block us,l for life,2
cop block us,blackstagram,4
cop block us,born liberal,8
cop block us,being patriotic,22
cop block us,woke blacks,6
cop block us,black baptist church,6
black matters,blackluive,12
black matters,lgbt united,154
black matters,secured borders,38
black matters,black matters us,44
black matters,make america great again donald j trump,2
black matters,stop refugees,104
black matters,melanie panther,2
black matters,hell_and_back,22
black matters,don't shoot,220
black matters,black edification,16
black matters,stand for freedom,8
black matters,defend the 2nd,8
black matters,trumpsters united,6
black matters,melanie black,2
black matters,panther melanie,2
black matters,nefertiti's community,30
black matters,the red pill,16
black matters,black4black,32
black matters,liberty_rising,10
black matters,american.made,20
black matters,justice for ezell ford and donnell thompson,10
black matters,donald trump america,2
black matters,cop block us,22
black matters,sincerely_black,6
black matters,brown power,284
black matters,memopolis,142
black matters,blacks go viral,4
black matters,afrokingdom,16
black matters,baltimore.blackvoice,6
black matters,black excellence,50
black matters,stop a.l.,166
black matters,angry eagle,6
black matters,watch the police,14
black matters,musliminst,6
black matters,southern.rebel.pride,16
black matters,blacktivist,444
black matters,bm,616
black matters,heart of texas,60
black matters,south united,12
black matters,pan-african roots move,116
black matters,williams&kalvin,364
black matters,gov spending,10
black matters,mericanfury,18
black matters,pray4police,6
black matters,army of jesus,32
black matters,born black,24
black matters,muslim voice,10
black matters,black guns matter,24
black matters,united muslims of america,66
black matters,instagnan,26
black matters,patriot's heart,2
black matters,american.veterans,30
black matters,back the badge,20
black matters,isagan,2
black matters,native americans united,26
black matters,rebeltexas,8
black matters,l for life,2
black matters,blackstagram,20
black matters,veterans come first,10
black matters,born liberal,44
black matters,being patriotic,144
black matters,woke blacks,162
black matters,bernie sanders for president,2
black matters,black baptist church,22
sincerely_black,blackluive,4
sincerely_black,lgbt united,6
sincerely_black,secured borders,6
sincerely_black,black matters us,6
sincerely_black,stop refugees,6
sincerely_black,melanie panther,2
sincerely_black,hell_and_back,2
sincerely_black,don't shoot,6
sincerely_black,black edification,4
sincerely_black,stand for freedom,2
sincerely_black,defend the 2nd,4
sincerely_black,trumpsters united,4
sincerely_black,southern.rebel.pride,4
sincerely_black,melanie black,2
sincerely_black,panther melanie,2
sincerely_black,nefertiti's community,2
sincerely_black,black4black,6
sincerely_black,liberty_rising,2
sincerely_black,american.made,4
sincerely_black,cop block us,4
sincerely_black,black matters,6
sincerely_black,brown power,6
sincerely_black,memopolis,6
sincerely_black,blacks go viral,2
sincerely_black,afrokingdom,2
sincerely_black,baltimore.blackvoice,4
sincerely_black,muslim voice,4
sincerely_black,black excellence,4
sincerely_black,stop a.l.,6
sincerely_black,watch the police,6
sincerely_black,musliminst,2
sincerely_black,the red pill,2
sincerely_black,bm,6
sincerely_black,heart of texas,6
sincerely_black,south united,2
sincerely_black,pan-african roots move,6
sincerely_black,williams&kalvin,6
sincerely_black,gov spending,4
sincerely_black,mericanfury,2
sincerely_black,army of jesus,6
sincerely_black,born black,6
sincerely_black,blacktivist,6
sincerely_black,black guns matter,4
sincerely_black,united muslims of america,6
sincerely_black,instagnan,6
sincerely_black,patriot's heart,2
sincerely_black,american.veterans,4
sincerely_black,back the badge,2
sincerely_black,isagan,2
sincerely_black,rebeltexas,2
sincerely_black,blackstagram,6
sincerely_black,born liberal,6
sincerely_black,being patriotic,6
sincerely_black,woke blacks,6
sincerely_black,black baptist church,4
brown power,blackluive,10
brown power,lgbt united,134
brown power,secured borders,44
brown power,black matters us,40
brown power,make america great again donald j trump,2
brown power,stop refugees,60
brown power,melanie panther,2
brown power,hell_and_back,14
brown power,don't shoot,126
brown power,black edification,16
brown power,stand for freedom,8
brown power,defend the 2nd,8
brown power,trumpsters united,6
brown power,melanie black,2
brown power,panther melanie,2
brown power,nefertiti's community,26
brown power,the red pill,20
brown power,black4black,30
brown power,liberty_rising,8
brown power,american.made,22
brown power,justice for ezell ford and donnell thompson,10
brown power,donald trump america,2
brown power,cop block us,20
brown power,black matters,284
brown power,sincerely_black,6
brown power,memopolis,158
brown power,blacks go viral,2
brown power,afrokingdom,16
brown power,baltimore.blackvoice,6
brown power,black excellence,50
brown power,stop a.l.,144
brown power,angry eagle,6
brown power,watch the police,10
brown power,musliminst,2
brown power,southern.rebel.pride,18
brown power,blacktivist,322
brown power,bm,344
brown power,heart of texas,62
brown power,south united,24
brown power,pan-african roots move,112
brown power,williams&kalvin,294
brown power,gov spending,10
brown power,mericanfury,18
brown power,army of jesus,32
brown power,born black,24
brown power,muslim voice,4
brown power,black guns matter,24
brown power,united muslims of america,68
brown power,instagnan,22
brown power,patriot's heart,2
brown power,american.veterans,38
brown power,back the badge,20
brown power,isagan,2
brown power,native americans united,40
brown power,rebeltexas,8
brown power,blackstagram,20
brown power,veterans come first,22
brown power,born liberal,46
brown power,being patriotic,180
brown power,woke blacks,160
brown power,bernie sanders for president,2
brown power,black baptist church,14
memopolis,blackluive,10
memopolis,lgbt united,122
memopolis,secured borders,32
memopolis,black matters us,36
memopolis,make america great again donald j trump,2
memopolis,stop refugees,66
memopolis,melanie panther,2
memopolis,hell_and_back,8
memopolis,don't shoot,78
memopolis,black edification,16
memopolis,stand for freedom,2
memopolis,defend the 2nd,8
memopolis,trumpsters united,6
memopolis,melanie black,2
memopolis,panther melanie,2
memopolis,nefertiti's community,30
memopolis,the red pill,20
memopolis,black4black,32
memopolis,liberty_rising,4
memopolis,american.made,22
memopolis,justice for ezell ford and donnell thompson,10
memopolis,donald trump america,2
memopolis,cop block us,22
memopolis,black matters,142
memopolis,sincerely_black,6
memopolis,brown power,158
memopolis,blacks go viral,2
memopolis,afrokingdom,10
memopolis,baltimore.blackvoice,4
memopolis,black excellence,36
memopolis,stop a.l.,116
memopolis,angry eagle,6
memopolis,watch the police,12
memopolis,musliminst,2
memopolis,southern.rebel.pride,6
memopolis,blacktivist,192
memopolis,bm,224
memopolis,heart of texas,38
memopolis,south united,2
memopolis,pan-african roots move,72
memopolis,williams&kalvin,140
memopolis,gov spending,10
memopolis,mericanfury,18
memopolis,pray4police,6
memopolis,army of jesus,24
memopolis,born black,24
memopolis,muslim voice,4
memopolis,black guns matter,18
memopolis,united muslims of america,46
memopolis,instagnan,16
memopolis,patriot's heart,2
memopolis,american.veterans,28
memopolis,back the badge,20
memopolis,isagan,2
memopolis,native americans united,6
memopolis,rebeltexas,4
memopolis,l for life,2
memopolis,blackstagram,20
memopolis,born liberal,44
memopolis,being patriotic,144
memopolis,woke blacks,38
memopolis,bernie sanders for president,2
memopolis,black baptist church,8
blacks go viral,blackluive,4
blacks go viral,lgbt united,4
blacks go viral,black matters us,2
blacks go viral,stop refugees,2
blacks go viral,melanie panther,2
blacks go viral,hell_and_back,2
blacks go viral,don't shoot,4
blacks go viral,black edification,2
blacks go viral,black baptist church,2
blacks go viral,melanie black,2
blacks go viral,panther melanie,2
blacks go viral,nefertiti's community,2
blacks go viral,black4black,2
blacks go viral,cop block us,2
blacks go viral,black matters,4
blacks go viral,sincerely_black,2
blacks go viral,brown power,2
blacks go viral,memopolis,2
blacks go viral,afrokingdom,2
blacks go viral,baltimore.blackvoice,2
blacks go viral,black excellence,2
blacks go viral,stop a.l.,4
blacks go viral,watch the police,2
blacks go viral,musliminst,2
blacks go viral,southern.rebel.pride,2
blacks go viral,blacktivist,4
blacks go viral,bm,4
blacks go viral,heart of texas,4
blacks go viral,pan-african roots move,2
blacks go viral,williams&kalvin,4
blacks go viral,army of jesus,2
blacks go viral,born black,2
blacks go viral,muslim voice,4
blacks go viral,black guns matter,2
blacks go viral,united muslims of america,4
blacks go viral,instagnan,4
blacks go viral,american.veterans,2
blacks go viral,back the badge,2
blacks go viral,secured borders,4
blacks go viral,blackstagram,2
blacks go viral,born liberal,2
blacks go viral,being patriotic,4
blacks go viral,woke blacks,2
afrokingdom,blackluive,4
afrokingdom,lgbt united,16
afrokingdom,black matters us,6
afrokingdom,stop refugees,4
afrokingdom,melanie panther,2
afrokingdom,hell_and_back,8
afrokingdom,don't shoot,6
afrokingdom,black edification,6
afrokingdom,native americans united,12
afrokingdom,black baptist church,4
afrokingdom,melanie black,2
afrokingdom,panther melanie,2
afrokingdom,nefertiti's community,4
afrokingdom,black4black,6
afrokingdom,cop block us,2
afrokingdom,black matters,16
afrokingdom,sincerely_black,2
afrokingdom,brown power,16
afrokingdom,memopolis,10
afrokingdom,blacks go viral,2
afrokingdom,baltimore.blackvoice,2
afrokingdom,black excellence,6
afrokingdom,stop a.l.,4
afrokingdom,angry eagle,4
afrokingdom,watch the police,4
afrokingdom,southern.rebel.pride,2
afrokingdom,blacktivist,12
afrokingdom,bm,16
afrokingdom,heart of texas,4
afrokingdom,pan-african roots move,6
afrokingdom,williams&kalvin,12
afrokingdom,army of jesus,4
afrokingdom,born black,4
afrokingdom,muslim voice,2
afrokingdom,black guns matter,4
afrokingdom,united muslims of america,16
afrokingdom,instagnan,4
afrokingdom,american.veterans,2
afrokingdom,back the badge,4
afrokingdom,secured borders,4
afrokingdom,blackstagram,4
afrokingdom,born liberal,4
afrokingdom,being patriotic,6
afrokingdom,woke blacks,4
baltimore.blackvoice,blackluive,2
baltimore.blackvoice,lgbt united,6
baltimore.blackvoice,black matters us,6
baltimore.blackvoice,stop refugees,4
baltimore.blackvoice,melanie panther,2
baltimore.blackvoice,hell_and_back,2
baltimore.blackvoice,don't shoot,6
baltimore.blackvoice,black edification,4
baltimore.blackvoice,stand for freedom,2
baltimore.blackvoice,defend the 2nd,2
baltimore.blackvoice,trumpsters united,2
baltimore.blackvoice,southern.rebel.pride,4
baltimore.blackvoice,melanie black,2
baltimore.blackvoice,panther melanie,2
baltimore.blackvoice,nefertiti's community,2
baltimore.blackvoice,black4black,4
baltimore.blackvoice,liberty_rising,4
baltimore.blackvoice,american.made,2
baltimore.blackvoice,cop block us,2
baltimore.blackvoice,black matters,6
baltimore.blackvoice,sincerely_black,4
baltimore.blackvoice,brown power,6
baltimore.blackvoice,memopolis,4
baltimore.blackvoice,blacks go viral,2
baltimore.blackvoice,afrokingdom,2
baltimore.blackvoice,muslim voice,2
baltimore.blackvoice,black excellence,4
baltimore.blackvoice,stop a.l.,6
baltimore.blackvoice,watch the police,4
baltimore.blackvoice,musliminst,2
baltimore.blackvoice,the red pill,2
baltimore.blackvoice,bm,6
baltimore.blackvoice,heart of texas,6
baltimore.blackvoice,south united,2
baltimore.blackvoice,pan-african roots move,4
baltimore.blackvoice,williams&kalvin,6
baltimore.blackvoice,gov spending,2
baltimore.blackvoice,army of jesus,6
baltimore.blackvoice,born black,4
baltimore.blackvoice,blacktivist,6
baltimore.blackvoice,black guns matter,6
baltimore.blackvoice,united muslims of america,6
baltimore.blackvoice,instagnan,6
baltimore.blackvoice,patriot's heart,2
baltimore.blackvoice,american.veterans,6
baltimore.blackvoice,back the badge,2
baltimore.blackvoice,secured borders,4
baltimore.blackvoice,native americans united,2
baltimore.blackvoice,rebeltexas,4
baltimore.blackvoice,blackstagram,4
baltimore.blackvoice,veterans come first,2
baltimore.blackvoice,born liberal,6
baltimore.blackvoice,being patriotic,6
baltimore.blackvoice,woke blacks,6
baltimore.blackvoice,black baptist church,2
black excellence,blackluive,6
black excellence,lgbt united,48
black excellence,black matters us,20
black excellence,stop refugees,18
black excellence,melanie panther,2
black excellence,hell_and_back,6
black excellence,don't shoot,50
black excellence,black edification,14
black excellence,native americans united,2
black excellence,defend the 2nd,2
black excellence,trumpsters united,4
black excellence,southern.rebel.pride,2
black excellence,melanie black,2
black excellence,panther melanie,2
black excellence,nefertiti's community,24
black excellence,black4black,24
black excellence,liberty_rising,2
black excellence,american.made,4
black excellence,cop block us,2
black excellence,black matters,50
black excellence,sincerely_black,4
black excellence,brown power,50
black excellence,memopolis,36
black excellence,blacks go viral,2
black excellence,afrokingdom,6
black excellence,baltimore.blackvoice,4
black excellence,stop a.l.,20
black excellence,angry eagle,2
black excellence,watch the police,6
black excellence,musliminst,2
black excellence,the red pill,4
black excellence,blacktivist,50
black excellence,bm,50
black excellence,heart of texas,8
black excellence,pan-african roots move,50
black excellence,williams&kalvin,50
black excellence,gov spending,4
black excellence,army of jesus,20
black excellence,born black,18
black excellence,muslim voice,2
black excellence,black guns matter,18
black excellence,united muslims of america,16
black excellence,instagnan,8
black excellence,patriot's heart,2
black excellence,american.veterans,6
black excellence,back the badge,20
black excellence,secured borders,8
black excellence,rebeltexas,4
black excellence,blackstagram,10
black excellence,born liberal,8
black excellence,being patriotic,32
black excellence,woke blacks,48
black excellence,black baptist church,4
stop a.l.,blackluive,12
stop a.l.,lgbt united,78
stop a.l.,secured borders,38
stop a.l.,black matters us,40
stop a.l.,make america great again donald j trump,2
stop a.l.,stop refugees,90
stop a.l.,melanie panther,2
stop a.l.,hell_and_back,4
stop a.l.,don't shoot,58
stop a.l.,black edification,14
stop a.l.,stand for freedom,8
stop a.l.,defend the 2nd,24
stop a.l.,trumpsters united,6
stop a.l.,melanie black,2
stop a.l.,panther melanie,2
stop a.l.,nefertiti's community,20
stop a.l.,the red pill,20
stop a.l.,black4black,28
stop a.l.,liberty_rising,10
stop a.l.,american.made,22
stop a.l.,justice for ezell ford and donnell thompson,2
stop a.l.,donald trump america,2
stop a.l.,cop block us,22
stop a.l.,black matters,166
stop a.l.,sincerely_black,6
stop a.l.,brown power,144
stop a.l.,memopolis,116
stop a.l.,blacks go viral,4
stop a.l.,afrokingdom,4
stop a.l.,baltimore.blackvoice,6
stop a.l.,black excellence,20
stop a.l.,angry eagle,2
stop a.l.,watch the police,12
stop a.l.,musliminst,4
stop a.l.,southern.rebel.pride,20
stop a.l.,blacktivist,146
stop a.l.,bm,230
stop a.l.,heart of texas,52
stop a.l.,south united,16
stop a.l.,pan-african roots move,54
stop a.l.,williams&kalvin,148
stop a.l.,gov spending,10
stop a.l.,mericanfury,18
stop a.l.,pray4police,2
stop a.l.,army of jesus,30
stop a.l.,born black,24
stop a.l.,muslim voice,6
stop a.l.,black guns matter,24
stop a.l.,united muslims of america,46
stop a.l.,instagnan,24
stop a.l.,patriot's heart,2
stop a.l.,american.veterans,38
stop a.l.,back the badge,16
stop a.l.,isagan,2
stop a.l.,native americans united,4
stop a.l.,rebeltexas,8
stop a.l.,l for life,2
stop a.l.,blackstagram,20
stop a.l.,veterans come first,14
stop a.l.,born liberal,46
stop a.l.,being patriotic,152
stop a.l.,woke blacks,26
stop a.l.,bernie sanders for president,2
stop a.l.,black baptist church,8
angry eagle,lgbt united,4
angry eagle,black matters us,2
angry eagle,make america great again donald j trump,2
angry eagle,hell_and_back,4
angry eagle,don't shoot,2
angry eagle,black edification,2
angry eagle,native americans united,4
angry eagle,nefertiti's community,2
angry eagle,black4black,2
angry eagle,donald trump america,2
angry eagle,black matters,6
angry eagle,brown power,6
angry eagle,memopolis,6
angry eagle,black excellence,2
angry eagle,stop a.l.,2
angry eagle,bm,6
angry eagle,heart of texas,2
angry eagle,pan-african roots move,4
angry eagle,williams&kalvin,6
angry eagle,united muslims of america,6
angry eagle,blacktivist,6
angry eagle,afrokingdom,4
angry eagle,born liberal,2
angry eagle,being patriotic,4
angry eagle,bernie sanders for president,2
watch the police,blackluive,6
watch the police,lgbt united,10
watch the police,secured borders,14
watch the police,black matters us,12
watch the police,stop refugees,12
watch the police,melanie panther,2
watch the police,hell_and_back,4
watch the police,don't shoot,12
watch the police,black edification,6
watch the police,stand for freedom,2
watch the police,defend the 2nd,4
watch the police,trumpsters united,4
watch the police,southern.rebel.pride,6
watch the police,melanie black,2
watch the police,panther melanie,2
watch the police,nefertiti's community,8
watch the police,black4black,10
watch the police,liberty_rising,4
watch the police,american.made,4
watch the police,cop block us,6
watch the police,black matters,14
watch the police,sincerely_black,6
watch the police,brown power,10
watch the police,memopolis,12
watch the police,blacks go viral,2
watch the police,afrokingdom,4
watch the police,baltimore.blackvoice,4
watch the police,black excellence,6
watch the police,stop a.l.,12
watch the police,musliminst,2
watch the police,the red pill,2
watch the police,blacktivist,14
watch the police,bm,14
watch the police,heart of texas,12
watch the police,south united,2
watch the police,pan-african roots move,14
watch the police,williams&kalvin,14
watch the police,gov spending,4
watch the police,mericanfury,2
watch the police,pray4police,4
watch the police,army of jesus,8
watch the police,born black,8
watch the police,muslim voice,4
watch the police,black guns matter,8
watch the police,united muslims of america,12
watch the police,instagnan,8
watch the police,patriot's heart,2
watch the police,american.veterans,6
watch the police,back the badge,4
watch the police,isagan,2
watch the police,rebeltexas,2
watch the police,l for life,2
watch the police,blackstagram,8
watch the police,born liberal,14
watch the police,being patriotic,14
watch the police,woke blacks,10
watch the police,black baptist church,6
musliminst,blackluive,2
musliminst,lgbt united,6
musliminst,black matters us,2
musliminst,stop refugees,2
musliminst,don't shoot,6
musliminst,black edification,2
musliminst,defend the 2nd,2
musliminst,trumpsters united,2
musliminst,black4black,2
musliminst,liberty_rising,2
musliminst,american.made,2
musliminst,black matters,6
musliminst,sincerely_black,2
musliminst,brown power,2
musliminst,memopolis,2
musliminst,blacks go viral,2
musliminst,baltimore.blackvoice,2
musliminst,black excellence,2
musliminst,stop a.l.,4
musliminst,watch the police,2
musliminst,the red pill,2
musliminst,blacktivist,6
musliminst,bm,4
musliminst,heart of texas,4
musliminst,pan-african roots move,2
musliminst,williams&kalvin,6
musliminst,gov spending,2
musliminst,army of jesus,2
musliminst,born black,2
musliminst,muslim voice,4
musliminst,black guns matter,2
musliminst,united muslims of america,6
musliminst,instagnan,6
musliminst,patriot's heart,2
musliminst,american.veterans,2
musliminst,secured borders,6
musliminst,rebeltexas,2
musliminst,blackstagram,2
musliminst,born liberal,2
musliminst,being patriotic,6
musliminst,woke blacks,2
southern.rebel.pride,blackluive,4
southern.rebel.pride,lgbt united,6
southern.rebel.pride,secured borders,6
southern.rebel.pride,black matters us,14
southern.rebel.pride,stop refugees,6
southern.rebel.pride,melanie panther,2
southern.rebel.pride,hell_and_back,2
southern.rebel.pride,don't shoot,20
southern.rebel.pride,black edification,2
southern.rebel.pride,stand for freedom,8
southern.rebel.pride,defend the 2nd,2
southern.rebel.pride,trumpsters united,2
southern.rebel.pride,melanie black,2
southern.rebel.pride,panther melanie,2
southern.rebel.pride,nefertiti's community,4
southern.rebel.pride,black4black,6
southern.rebel.pride,liberty_rising,8
southern.rebel.pride,american.made,2
southern.rebel.pride,cop block us,6
southern.rebel.pride,black matters,16
southern.rebel.pride,sincerely_black,4
southern.rebel.pride,brown power,18
southern.rebel.pride,afrokingdom,2
southern.rebel.pride,memopolis,6
southern.rebel.pride,blacks go viral,2
southern.rebel.pride,pray4police,2
southern.rebel.pride,baltimore.blackvoice,4
southern.rebel.pride,black excellence,2
southern.rebel.pride,stop a.l.,20
southern.rebel.pride,watch the police,6
southern.rebel.pride,blacktivist,20
southern.rebel.pride,bm,20
southern.rebel.pride,heart of texas,20
southern.rebel.pride,south united,16
southern.rebel.pride,pan-african roots move,6
southern.rebel.pride,williams&kalvin,20
southern.rebel.pride,gov spending,2
southern.rebel.pride,mericanfury,2
southern.rebel.pride,army of jesus,12
southern.rebel.pride,born black,4
southern.rebel.pride,muslim voice,4
southern.rebel.pride,black guns matter,6
southern.rebel.pride,united muslims of america,8
southern.rebel.pride,instagnan,10
southern.rebel.pride,american.veterans,10
southern.rebel.pride,back the badge,2
southern.rebel.pride,isagan,2
southern.rebel.pride,native americans united,4
southern.rebel.pride,rebeltexas,4
southern.rebel.pride,l for life,2
southern.rebel.pride,blackstagram,4
southern.rebel.pride,veterans come first,14
southern.rebel.pride,born liberal,8
southern.rebel.pride,being patriotic,20
southern.rebel.pride,woke blacks,8
southern.rebel.pride,black baptist church,4
blacktivist,blackluive,12
blacktivist,lgbt united,148
blacktivist,secured borders,54
blacktivist,black matters us,46
blacktivist,make america great again donald j trump,2
blacktivist,stop refugees,78
blacktivist,melanie panther,2
blacktivist,hell_and_back,8
blacktivist,don't shoot,176
blacktivist,black edification,16
blacktivist,stand for freedom,8
blacktivist,defend the 2nd,14
blacktivist,trumpsters united,6
blacktivist,southern.rebel.pride,20
blacktivist,melanie black,2
blacktivist,panther melanie,2
blacktivist,nefertiti's community,30
blacktivist,black4black,38
blacktivist,liberty_rising,10
blacktivist,american.made,22
blacktivist,justice for ezell ford and donnell thompson,10
blacktivist,donald trump america,2
blacktivist,fit black,6
blacktivist,cop block us,22
blacktivist,black matters,444
blacktivist,sincerely_black,6
blacktivist,brown power,322
blacktivist,afrokingdom,12
blacktivist,memopolis,192
blacktivist,blacks go viral,4
blacktivist,pray4police,10
blacktivist,baltimore.blackvoice,6
blacktivist,black excellence,50
blacktivist,stop a.l.,146
blacktivist,angry eagle,6
blacktivist,watch the police,14
blacktivist,musliminst,6
blacktivist,the red pill,20
blacktivist,bm,580
blacktivist,heart of texas,52
blacktivist,south united,20
blacktivist,pan-african roots move,120
blacktivist,williams&kalvin,350
blacktivist,gov spending,10
blacktivist,mericanfury,18
blacktivist,army of jesus,32
blacktivist,born black,24
blacktivist,muslim voice,8
blacktivist,black guns matter,36
blacktivist,united muslims of america,62
blacktivist,instagnan,26
blacktivist,patriot's heart,2
blacktivist,american.veterans,38
blacktivist,back the badge,26
blacktivist,isagan,2
blacktivist,native americans united,12
blacktivist,rebeltexas,8
blacktivist,l for life,2
blacktivist,blackstagram,20
blacktivist,veterans come first,16
blacktivist,born liberal,44
blacktivist,being patriotic,188
blacktivist,woke blacks,162
blacktivist,bernie sanders for president,2
blacktivist,black baptist church,8
bm,blackluive,12
bm,lgbt united,118
bm,secured borders,40
bm,black matters us,46
bm,make america great again donald j trump,2
bm,stop refugees,104
bm,melanie panther,2
bm,hell_and_back,22
bm,don't shoot,296
bm,black edification,16
bm,stand for freedom,8
bm,defend the 2nd,36
bm,trumpsters united,6
bm,melanie black,2
bm,panther melanie,2
bm,nefertiti's community,30
bm,the red pill,20
bm,black4black,42
bm,liberty_rising,10
bm,american.made,22
bm,justice for ezell ford and donnell thompson,2
bm,donald trump america,2
bm,fit black,12
bm,cop block us,22
bm,black matters,616
bm,sincerely_black,6
bm,brown power,344
bm,memopolis,224
bm,afrokingdom,16
bm,baltimore.blackvoice,6
bm,black excellence,50
bm,stop a.l.,230
bm,angry eagle,6
bm,watch the police,14
bm,musliminst,4
bm,southern.rebel.pride,20
bm,blacktivist,580
bm,blacks go viral,4
bm,heart of texas,74
bm,south united,30
bm,pan-african roots move,122
bm,williams&kalvin,364
bm,gov spending,10
bm,mericanfury,18
bm,pray4police,10
bm,army of jesus,32
bm,born black,24
bm,muslim voice,6
bm,black guns matter,44
bm,united muslims of america,58
bm,instagnan,24
bm,patriot's heart,2
bm,american.veterans,38
bm,back the badge,30
bm,isagan,2
bm,native americans united,40
bm,rebeltexas,8
bm,l for life,2
bm,blackstagram,20
bm,veterans come first,26
bm,born liberal,46
bm,being patriotic,188
bm,woke blacks,162
bm,bernie sanders for president,2
bm,black baptist church,34
heart of texas,blackluive,10
heart of texas,lgbt united,34
heart of texas,secured borders,24
heart of texas,black matters us,28
heart of texas,make america great again donald j trump,2
heart of texas,stop refugees,18
heart of texas,melanie panther,2
heart of texas,hell_and_back,14
heart of texas,don't shoot,64
heart of texas,black edification,10
heart of texas,stand for freedom,8
heart of texas,defend the 2nd,8
heart of texas,trumpsters united,6
heart of texas,southern.rebel.pride,20
heart of texas,melanie black,2
heart of texas,panther melanie,2
heart of texas,nefertiti's community,10
heart of texas,black4black,16
heart of texas,liberty_rising,10
heart of texas,american.made,20
heart of texas,justice for ezell ford and donnell thompson,2
heart of texas,donald trump america,2
heart of texas,cop block us,12
heart of texas,black matters,60
heart of texas,sincerely_black,6
heart of texas,brown power,62
heart of texas,memopolis,38
heart of texas,blacks go viral,4
heart of texas,afrokingdom,4
heart of texas,baltimore.blackvoice,6
heart of texas,black excellence,8
heart of texas,stop a.l.,52
heart of texas,angry eagle,2
heart of texas,watch the police,12
heart of texas,musliminst,4
heart of texas,the red pill,16
heart of texas,blacktivist,52
heart of texas,bm,74
heart of texas,south united,26
heart of texas,pan-african roots move,36
heart of texas,williams&kalvin,60
heart of texas,gov spending,10
heart of texas,mericanfury,8
heart of texas,pray4police,4
heart of texas,army of jesus,18
heart of texas,born black,14
heart of texas,muslim voice,6
heart of texas,black guns matter,12
heart of texas,united muslims of america,28
heart of texas,instagnan,24
heart of texas,patriot's heart,2
heart of texas,american.veterans,28
heart of texas,back the badge,4
heart of texas,isagan,2
heart of texas,native americans united,4
heart of texas,rebeltexas,8
heart of texas,l for life,2
heart of texas,blackstagram,18
heart of texas,veterans come first,34
heart of texas,born liberal,34
heart of texas,being patriotic,74
heart of texas,woke blacks,14
heart of texas,bernie sanders for president,2
heart of texas,black baptist church,18
south united,blackluive,2
south united,lgbt united,4
south united,secured borders,2
south united,black matters us,10
south united,stop refugees,2
south united,don't shoot,30
south united,stand for freedom,8
south united,defend the 2nd,2
south united,trumpsters united,2
south united,black4black,6
south united,liberty_rising,6
south united,american.made,2
south united,cop block us,2
south united,black matters,12
south united,sincerely_black,2
south united,brown power,24
south united,memopolis,2
south united,pray4police,4
south united,baltimore.blackvoice,2
south united,stop a.l.,16
south united,american.veterans,8
south united,watch the police,2
south united,southern.rebel.pride,16
south united,bm,30
south united,heart of texas,26
south united,pan-african roots move,6
south united,williams&kalvin,20
south united,gov spending,2
south united,mericanfury,2
south united,army of jesus,10
south united,born black,2
south united,muslim voice,2
south united,black guns matter,8
south united,united muslims of america,4
south united,instagnan,8
south united,blacktivist,20
south united,back the badge,4
south united,isagan,2
south united,native americans united,4
south united,rebeltexas,4
south united,blackstagram,2
south united,veterans come first,26
south united,born liberal,4
south united,being patriotic,26
south united,woke blacks,4
south united,black baptist church,2
pan-african roots move,blackluive,10
pan-african roots move,lgbt united,70
pan-african roots move,secured borders,28
pan-african roots move,black matters us,32
pan-african roots move,make america great again donald j trump,2
pan-african roots move,stop refugees,34
pan-african roots move,melanie panther,2
pan-african roots move,hell_and_back,6
pan-african roots move,don't shoot,98
pan-african roots move,black edification,16
pan-african roots move,stand for freedom,2
pan-african roots move,defend the 2nd,8
pan-african roots move,trumpsters united,6
pan-african roots move,southern.rebel.pride,6
pan-african roots move,melanie black,2
pan-african roots move,panther melanie,2
pan-african roots move,nefertiti's community,30
pan-african roots move,black4black,38
pan-african roots move,liberty_rising,4
pan-african roots move,american.made,20
pan-african roots move,donald trump america,2
pan-african roots move,cop block us,12
pan-african roots move,black matters,116
pan-african roots move,sincerely_black,6
pan-african roots move,brown power,112
pan-african roots move,memopolis,72
pan-african roots move,blacks go viral,2
pan-african roots move,afrokingdom,6
pan-african roots move,baltimore.blackvoice,4
pan-african roots move,black excellence,50
pan-african roots move,stop a.l.,54
pan-african roots move,angry eagle,4
pan-african roots move,watch the police,14
pan-african roots move,musliminst,2
pan-african roots move,the red pill,16
pan-african roots move,blacktivist,120
pan-african roots move,bm,122
pan-african roots move,heart of texas,36
pan-african roots move,south united,6
pan-african roots move,williams&kalvin,126
pan-african roots move,gov spending,10
pan-african roots move,mericanfury,8
pan-african roots move,pray4police,10
pan-african roots move,army of jesus,24
pan-african roots move,born black,24
pan-african roots move,muslim voice,4
pan-african roots move,black guns matter,26
pan-african roots move,united muslims of america,42
pan-african roots move,instagnan,16
pan-african roots move,patriot's heart,2
pan-african roots move,american.veterans,20
pan-african roots move,back the badge,26
pan-african roots move,isagan,2
pan-african roots move,native americans united,2
pan-african roots move,rebeltexas,4
pan-african roots move,l for life,2
pan-african roots move,blackstagram,20
pan-african roots move,veterans come first,2
pan-african roots move,born liberal,42
